Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Barley Chicken Casserole Recipe ,40,Alex Anderson,X,X,X,"bacon,onion,carrot,mushroom,chicken,barley,thyme,marjoram,parsley,bay leaf,black pepper,bell pepper,chicken","Preheat oven to 375 degrees F (190 degrees C).**In a large skillet, fry bacon until browned. Reserve bacon fat for sauteeing chicken later. Add onions and carrots to skillet and saute 2 minutes. Add mushrooms, stock, barley, thyme, marjoram, parsley, bay leaf and pepper to taste. Mix all together and spread mixture in a 9x13 inch baking dish. Add green bell pepper on top and stir to settle.**Heat reserved bacon fat in skillet and brown chicken. Place browned chicken on top of barley mixture, cover baking dish and bake in the preheated oven for 1 hour and 10 minutes.**",9028,https://images.media-allrecipes.com/userphotos/560x315/2616176.jpg
Spanish Chicken Recipe ,12,Nicole,15 m,6 h,6 h 15 m,"chicken,water,salt,onion,bell pepper,chili,tomato sauce,ketchup","Place chicken in a large slow cooker.  Pour in enough boiling water to completely cover the chicken, and add 1/2 teaspoon salt.  Cover, and set slow cooker to HIGH. Cook until the chicken meat turns white.**Add the peppers and onions. Simmer until peppers and onions get a little tender, about 10 minutes. Stir in tomato sauce, chili sauce, and ketchup. Cover, set slow cooker to LOW, and cook for about 6 hours.**",9029,https://images.media-allrecipes.com/userphotos/250x250/775104.jpg
Easy Skillet Chicken a la King Recipe ,51,Jill M.,X,X,X,"chicken,olive,milk,chicken,mushroom,pimento,onion,black pepper","In a large skillet, heat oil. When hot add chicken and saute 4 to 5 minutes until about halfway cooked. Add mushrooms and continue to saute until chicken is lightly browned and cooked through (juices run clear). Stir in the milk, soup, mushrooms, pimentos, onion powder and pepper. Bring all to a boil. Cover skillet and reduce heat. Let simmer for 2 to 3 minutes. Stir together and serve.**",9032,https://images.media-allrecipes.com/userphotos/250x250/212384.jpg
Three Pan Potato Enchiladas Recipe ,8,Elizabeth S. Reifel-Skeans,X,X,X,"chicken,potato,taco,cheddar,bean,tortillas","In a large skillet, prepare rice and beans according to package directions.**Meanwhile, in another large skillet, saute chicken until cooked through (meat is no longer pink), about 15 to 20 minutes over medium heat. Drain saute oil/grease from skillet. Add the potatoes and cook until just tender. Add seasoning according to package directions. Cook all together, stirring often, until potatoes are done.**Preheat oven to 350 degrees F (175 degrees C).**Take a tortilla. Place some of the chicken/potato mixture and some of the beans and rice (about 1/2 to 3/4 cup total filling) onto the tortilla, add a little cheese to taste, and roll up. Place rolled tortilla in a lightly greased 9x13 inch baking dish. Repeat with other tortillas until dish is full. Top with the rest of the cheese and bake in the preheated oven 15 to 20 minutes or until cheese is melted and bubbly.**",9033,https://images.media-allrecipes.com/userphotos/250x250/503207.jpg
Rosemary Chicken Recipe ,72,Judith Armstrong,X,X,X,"chicken,olive,salt,cajun seasoning,rosemary,onion","Preheat oven to 350 degrees F (175 degrees C).**Place chicken breasts in a 9x13 inch glass baking dish with a cover. Add oil, salt, and Cajun seasoning. Mix with your hands until chicken pieces are evenly coated. If using fresh rosemary, chop and sprinkle over chicken. If using dried rosemary, crush with hands and sprinkle over chicken. Using your hands again, mix together coating chicken evenly. Lay diced onions on top of chicken. Cover dish and bake in the preheated oven until onions are caramelized and the chicken is brown and cooked through (juices run clear), about 25 to 35 minutes.**",9034,https://images.media-allrecipes.com/userphotos/250x250/385540.jpg
Smoky Mountain Chicken Recipe ,70,Kellie Ledford,X,X,X,"chicken,black pepper,garlic,tea,barbecue sauce,ham,monterey jack,green onion,tomato","Preheat oven to 350 degrees F (175 degrees C).**Place chicken breasts in a lightly greased 9x13 inch baking dish. Season with pepper, garlic powder and Italian seasoning to taste. Bake seasoned chicken in the preheated oven for 20 to 30 minutes or until cooked through and juices run clear.**When chicken is done, remove from oven and pour on barbecue sauce. Layer each breast with slice of ham, then slice of cheese. Return to oven and continue to bake for 5 minutes or until cheese has melted. Remove from oven and top with chopped green onions and tomatoes.**",9037,https://images.media-allrecipes.com/userphotos/250x250/717436.jpg
Anniversary Chicken I Recipe ,2k,VICKI117,30 m,35 m,1 h 5 m,"vegetable oil,chicken,sauce,salad dressing,cheddar,green onion,bacon,parsley","Preheat oven to 350 degrees F (175 degrees C).**In a large skillet, heat oil over medium-high heat. Add chicken breasts, and saute 4 to 5 minutes each side, until lightly browned.**Place browned chicken breasts in a 9x13 inch baking dish. Brush with teriyaki sauce, then spoon on salad dressing. Sprinkle with cheese, green onions and bacon bits.**Bake for 25 to 35 minutes, or until chicken is no longer pink and juices run clear. Garnish with parsley and serve.**",9038,https://images.media-allrecipes.com/userphotos/560x315/460386.jpg
Aztec Casserole Recipe ,146,KAREN VERMEER,10 m,30 m,40 m,"tortillas,sauce,sour cream,cheddar,chile,corn,chicken","Preheat oven to 350 degrees F (175 degrees C).**In a medium bowl, combine sour cream, cheese, chile peppers, corn, and chicken. Mix together well.**Dip 9 tortilla halves in enchilada sauce, and arrange them in the bottom of a lightly greased 9x13 inch baking dish. Spread 1/2 chicken mixture over the tortilla layer. Repeat.**Bake in the preheated oven for 25 to 30 minutes, or until center is heated through.**",9039,https://images.media-allrecipes.com/userphotos/560x315/971490.jpg
Chicken A La Impress Me Recipe ,7,Marie-Lyne Bournival,X,X,X,"chicken,ham,cheese,carrot,zucchini,vegetable oil","Preheat oven to 350 degrees F (175 degrees C).**Place chicken breasts between two sheets of wax paper or plastic wrapping, and pound with a meat mallet to flatten.**Cover each flattened breast with a slice or two of ham. Place 2 tablespoons cheese and a bit of carrot and a zucchini on the end of each chicken breast. Roll up each breast, and fasten with toothpicks.**In a large skillet, heat a small amount of oil over medium high heat. Cook chicken breasts in hot oil for 2 to 3 minutes to lightly brown. Place browned rolls in a lightly greased 9x13 inch baking dish.**Bake in the preheated oven for 20 to 25 minutes, or until chicken is cooked through and juices run clear.**",9040,https://images.media-allrecipes.com/userphotos/250x250/995604.jpg
Devil Curry Recipe ,6,VINCE JONES,X,X,X,"vegetable oil,water,onion,chile pepper,nut,shrimp,tea,ginger,spice,lemon,mustard,water,chicken,potato,salt,vinegar","Heat oil in a large skillet over medium high heat. In a medium bowl combine the onions, chile peppers, candlenuts, shrimp paste, turmeric, ginger, galangal, lemon grass and mustard seed. Blend together with a little water to form a fine paste. Add to skillet and saute until fragrant and almost dry.**Add 2 cups water and bring all to a boil. Add chicken and potatoes. Reduce heat and let simmer about 20 minutes, or until chicken is cooked (no longer pink inside) and curry is quite thick in consistency.**Add salt to taste. Remove from heat and add vinegar. Mix well and serve. This dish is best served with steamed white rice, as it is full of flavor.**",9041,https://images.media-allrecipes.com/userphotos/560x315/1938558.jpg
Curry Chicken Salad Recipe ,127,Samantha,10 m,X,10 m,"chicken,celery,mayonnaise,curry","In a medium bowl, stir together the chicken, celery, mayonnaise, and curry powder.**",9042,https://images.media-allrecipes.com/userphotos/560x315/3893978.jpg
Squash Stuffed Chicken Breasts Recipe ,115,Le Ann Braswell,X,X,X,"butter,squash,bell pepper,onion,celery,pepper,chicken,cheddar,flour","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.**In a medium skillet, melt butter or margarine. Add the squash, green bell pepper, onion and celery. Saute until slightly tender. Season to taste with salt and pepper. Remove from heat, add cheese and mix together.**Slice chicken breasts on the side about 3/4 of the way through. Stuff mixture evenly into each slit chicken breast until full. Dredge each breast in flour to coat completely, and brown coated chicken in skillet.**Place browned chicken breasts in the prepared baking dish, cover and bake in the preheated oven for about 30 minutes or until chicken is cooked through and juices run clear.**",9043,https://images.media-allrecipes.com/userphotos/560x315/3702464.jpg
Tomato Chicken Parmesan Recipe ,1k,vero_cn81,15 m,30 m,45 m,"egg,parmesan,bread,chicken,vegetable oil,pasta,monterey jack","Preheat oven to 375 degrees F (190 degrees C).**Pour beaten eggs into a shallow dish or bowl. In another shallow dish or bowl, mix together the grated Parmesan cheese and bread crumbs. Dip chicken breasts into beaten egg, then into bread crumb mixture to coat.**In a large skillet, heat oil over medium high heat. Add coated chicken and saute for about 8 to 10 minutes each side, or until chicken is cooked through and juices run clear.**Pour tomato sauce into a lightly greased 9x13 inch baking dish. Add chicken, then place a slice of Monterey Jack cheese over each breast, and bake in the preheated oven for 20 minutes or until cheese is completely melted.**",9044,https://images.media-allrecipes.com/userphotos/560x315/2467826.jpg
Brie Cranberry and Chicken Pizza Recipe ,85,GILLIE,20 m,20 m,40 m,"chicken,vegetable oil,pizza,cranberry sauce,cheese,mozzarella","Preheat oven to 350 degrees F (175 degrees C).**Chop chicken breasts into bite-size pieces. Heat oil in medium skillet until hot. Add chicken and saute until browned and almost cooked through.**Spread cranberry sauce over the pizza crust. Top with chicken, brie and cover with mozzarella.**Bake at 350 degrees F (175 degrees C) for 20 minutes.**",9045,https://images.media-allrecipes.com/userphotos/560x315/48167.jpg
Spicy Tomato Chicken Casserole Recipe ,10,Linda K.,X,X,X,"chile pepper,celery,tortillas,chicken,cheese","In a medium bowl combine the tomatoes and soup and mix together. Set aside.**In a lightly greased 2 quart microwave-safe casserole dish layer 1/3 of the tortilla chips, 1/2 of the chicken, 1/2 of the tomato/soup mixture and 1/3 of the cheese. Repeat layers, then top with the remaining tortilla chips and cheese.**Microwave: Cover dish with lid or wax paper. Microwave for 7 minutes. Remove lid long enough to release steam, then microwave for another 4 minutes.**Conventional Oven: Preheat oven to 400 degrees F (200 degrees C). Cover dish with lid or aluminum foil and bake in the preheated oven for 30 minutes.**",9049,https://images.media-allrecipes.com/userphotos/560x315/1982328.jpg
Spicy Tomato Chicken Recipe ,1,Mary48,X,X,X,"chicken,pasta,onion,bell pepper,chile pepper,pea,cheese","Bring a large pot of salted water to a boil. Add chicken breasts and boil until cooked through and juices run clear. Remove chicken from pot, chop into bite size pieces and set aside.**Strain remaining cooking broth, return to pot and bring to a boil. Break pasta in half (will make it easier to mix) and add to boiling broth. Cook for 8 to 10 minutes or until al dente. Drain and return pasta to pot.**Meanwhile, saute onion and bell pepper in butter or margarine in a small saucepan. Add tomatoes with green chile peppers, sauteed onion/bell pepper mixture, peas and reserved chicken to pasta. Top with cheese and mix together well.**Preheat oven to 350 degrees F (175 degrees C).**Pour chicken mixture into a 9x13 inch baking dish and bake in the preheated oven for 25 to 35 minutes.**",9050,https://images.media-allrecipes.com/images/79591.png
Leftover Chicken a la King Recipe ,67,Sandy,X,X,X,"chicken,vegetable,chicken broth,cornstarch,milk,pepper","Combine chicken, vegetables and broth or wine in a medium saucepan over medium low heat. Stir all together and let simmer until heated through.**In a small bowl beat cornstarch into evaporated milk and add to chicken mixture. Reduce heat to low and cook, stirring constantly, until thickened. Season with salt and pepper to taste, unless leftover chicken has enough of its own seasoning already. Serve hot.**",9053,https://images.media-allrecipes.com/userphotos/250x250/663542.jpg
Super Fast and Easy Chicken a la King Recipe ,21,Marie,X,X,X,"chicken,mushroom,water,pea,chicken","Combine cream of chicken soup, cream of mushroom soup and water in a large pot or saucepan over medium low heat. Add chicken and cook, stirring, until heated through. Stir in peas, heat through, and serve over toast.**",9054,https://images.media-allrecipes.com/userphotos/250x250/529142.jpg
^Uncle Josh^^s Famous Chicken and Rice Recipe ^,15,Josh Adams,15 m,1 h 5 m,1 h 20 m,"rice,chicken,water,pepper,lemon,cumin,thyme,chicken","Preheat oven to 350 degrees F (175 degrees C). Prepare instant rice according to package directions. (Note: 2 cups of uncooked rice will yield about 4 cups of cooked rice.)**In a 9x13 inch baking dish, thoroughly mix the cooked rice, soup, water, lemon pepper, lemon and herb seasoning, cumin and thyme. Press chicken breasts into mixture until only the tops show.**Cover and cook 30 minutes in the preheated oven. Pierce chicken breasts with a fork. Continue cooking 30 minutes. Enjoy!**",9055,https://images.media-allrecipes.com/userphotos/560x315/4464998.jpg
White Wine Almond Chicken Recipe ,20,Joann Malm,20 m,1 h 30 m,1 h 50 m,"white wine,chicken broth,cream,flour,mushroom,onion,almond,pepper,chicken","Heat wine, broth and most of the cream (reserve a little) in a medium saucepan over medium low heat. Thicken flour with reserved cream, enough to make a thin paste. Add this to saucepan, stirring constantly until sauce has thickened. Stir in mushrooms and onions.**Preheat oven to 325 degrees F(165 degrees C).**Place chicken in a 9x13 inch baking dish. Pour sauce over chicken and top with almonds. Bake in the preheated oven for 1 1/2 hours.**",9056,https://images.media-allrecipes.com/userphotos/560x315/41003.jpg
Broccoli Chicken Fettuccini Alfredo Recipe ,202,Brenda Loop,X,X,X,"pasta,broccoli,butter,chicken,mushroom,milk,parmesan","Bring a large pot of salted water to a boil. Add fettuccini pasta and cook for 8 to 10 minutes or until al dente, adding broccoli for the last 4 minutes of cooking. Drain.**Cut chicken breast meat into bite size pieces, trimming any fat off in the process. In a large skillet melt butter or margarine over medium heat. Add chicken and saute until well browned. Add soup, milk and cheese and stir all together. Add pasta/broccoli mixture and heat through. Serve hot.**",9059,https://images.media-allrecipes.com/userphotos/560x315/3295206.jpg
Updated Mulled Cider Recipe ,23,Kevin Ryan,X,X,X,"orange,clove,orange juice,apple juice,raisin,cinnamon","Peel the skin from the orange leaving the bitter white pith behind. Stick the cloves into the skin. Squeeze the juice from the orange and add to the 2-3/4 cups orange juice. Place all ingredients into a large nonreactive pan and bring to a boil over high heat. Remove from heat, cover and allow to stand at least 30 minutes to allow flavors to blend. Serve warm or cold.**",9060,https://images.media-allrecipes.com/userphotos/250x250/128498.jpg
Apple and Onion Dressing Recipe ,38,Pat Heldenbrand,X,X,X,"bread,raisin,butter,onion,celery,garlic,apple,parsley,salt,paprika","Preheat oven to 350 degrees F (175 degrees C). Lightly butter a 2 quart casserole dish.**Cover raisins with boiling water and let sit for 5 minutes. Drain well then toss them with the bread cubes.**In a skillet melt the butter and saute the onions, garlic, and celery for about 4 to 5 minutes. Stir the sauteed onions into the bread cube mixture. Add the diced apples, parsley, salt and paprika and stir carefully. Place stuffing mix in  the prepared dish or you can alternately place it in a large roaster with your favorite uncooked meat (pork chops, turkey, chicken, etc.).**Bake the dressing for 30 to 40 minutes. If you are baking the dressing with meat cook it until the meat is completely done all the way through.**",9062,https://images.media-allrecipes.com/userphotos/250x250/666358.jpg
Apple Pecan Cornbread Dressing Recipe ,206,Walsie,15 m,40 m,55 m,"bread,bread,parsley,ginger,salt,butter,celery,onion,apple,pecan,apple juice,egg","Preheat oven to 350 degrees F (175 degrees C). Butter a 3 quart casserole dish.**Melt the butter in a heavy saucepan, and saute the celery and onion for 8 to 10 minutes, or until tender.**In a large bowl, combine the cornbread, stuffing mix, parsley, ginger, and salt. Mix in the celery and onion mixture, chopped apple, chopped pecans, apple juice, and beaten eggs. Spoon dressing into prepared casserole dish.**Bake for 30 to 35 minutes in the preheated oven, or until heated through, and lightly browned on top.**",9063,https://images.media-allrecipes.com/userphotos/560x315/1896598.jpg
Awesome Broccoli,817,Stacy M. Polcyn,15 m,1 h,1 h 15 m,"mushroom,mayonnaise,egg,onion,broccoli,cheddar,pepper,paprika","Preheat oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish.**In a medium mixing bowl, whisk together condensed soup, mayonnaise, egg and onions.**Place frozen broccoli into a very large mixing bowl. (I like to use my large stainless steel bowl to mix this recipe thoroughly.) Break up the frozen broccoli. Using a rubber spatula, scrape soup-mayonnaise mixture on top of broccoli, and mix well. Sprinkle on cheese, and mix well. Spread mixture into prepared baking dish, and smooth top of casserole. Season with salt, pepper and paprika.**Bake for 45 minutes to 1 hour.**",9066,https://images.media-allrecipes.com/userphotos/560x315/2883617.jpg
Bacon Turnip Mash Recipe ,53,Theresa H. Wessman,X,X,X,"orange,butter,salt,black pepper,garlic,bacon,bacon","Peel and cube the turnip. Cook in a saucepan in salted water until very tender. Drain then mash with the butter or margarine, salt, pepper and garlic powder to taste. Set aside.**In a skillet fry the bacon until nice and crispy. Remove from the skillet and crumble.  Reserve 2 tablespoons of the bacon grease.**To the skillet with the 2 tablespoons of bacon grease add the mashed turnip and crumpled bacon. Stir and heat to the desired temperature before serving.**",9067,https://images.media-allrecipes.com/userphotos/250x250/231816.jpg
^Amber^^s Super Stuffing Recipe ^,14,Amber Spano,15 m,45 m,1 h,"chicken,wild rice,butter,mushroom,celery,onion,bread,poultry","Combine chicken stock and wild rice in a saucepan. Cover and bring to a boil over high heat. Reduce heat and simmer until rice is tender, about 45 minutes. Remove from heat.**Melt the butter in a large skillet. Add the mushrooms, celery, and onion. Cook and stir until the vegetables are soft, about 5 minutes.**In a large bowl, mix the crumbled cornbread and poultry seasoning. Add the rice with chicken broth and the vegetables and mix well. Use to stuff a turkey or bake on its own. More chicken stock can be added if stuffing is dry.**",9068,https://images.media-allrecipes.com/userphotos/560x315/1001108.jpg
Baked Corn Recipe ,601,Rhonda Mellott,X,X,X,"corn,cream,sour cream,margarine,egg,muffin","Preheat oven to 350 degrees F (175 degrees C).**Combine the whole-kernel corn, cream-style corn, sour cream, melted butter or margarine, beaten eggs and corn muffin mix. Mix well and pour into one 9x13 inch baking pan.**Bake at 350 degrees F (175 degrees C) for 35 to 45 minutes.**",9069,https://images.media-allrecipes.com/userphotos/560x315/4799315.jpg
^Aunt Carol^^s Apple Pie Recipe ^,162,Jo Ann Taylor,30 m,1 h,1 h 30 m,"apple,white sugar,brown sugar,cinnamon,flour,butter,white sugar,pastry","^Peel and slice apples. Toss with sugars, cinnamon and flour. Set aside.**Roll crust to make slightly larger to fit 10-inch glass pie pan. Fit bottom crust in pie pan. Turn in apple mixture and dot with butter. Put crust on top and crimp edges of crust together.**Preheat oven to 450 degrees F (230 degrees C).**Wet hands with water and dampen top of pie. Sprinkle with additional sugar. Puncture top of pie with fork so the steam can escape.**Bake for 15 minutes in preheated oven. Reduce heat to 350 degrees F (175 degrees C) and continue baking for about 45 minutes more, until crust is golden brown. It^^s a good practice to place a piece of aluminum foil slightly larger than the pie under the pie plate to catch overflows. Serve warm.**^",9070,https://images.media-allrecipes.com/userphotos/560x315/4574854.jpg
^Aunt Wanda^^s Turkey Carcass Soup Recipe ^,32,Michael Deborah,15 m,1 h,1 h 15 m,"1 carcass,carrot,green bean,celery,spinach,cabbage,rice","^Pick your Thanksgiving turkey nearly clean. (Turkey salad is great for a few days, or even turkey pot pies.) We are not real concerned about the choice meat here. Dump the turkey and all of its debris, including the juices, into a large pot. Add  green beans, celery, spinach, cabbage, and white rice. Pour in enough water to cover everything.**Bring soup to a boil. Reduce heat, and simmer for an hour or so. Add more water as needed.**Remove all turkey bones and unwanted debris (i.e., skin, cartilage, etc.). There you have it. It^^s kind of a culinary scrapbook of your Turkey Day.**^",9071,https://images.media-allrecipes.com/userphotos/250x250/985551.jpg
Baked Miniature Pumpkins Recipe ,29,Kim Smith,X,X,X,"pumpkin,brown sugar,butter,cinnamon",Preheat oven to 350 degrees F (175 degrees C).**Cut off the top of the pumpkin and scrape out all the seeds. Place the butter or margarine and brown sugar inside the pumpkin and sprinkle with ground cinnamon. Put the pumpkin lid back on and place pumpkin in a baking pan with a little water in the bottom.**Bake at 350 degrees F (175 degrees C) for about 30 minutes or until tender. These can also be baked in the microwave on high for about 10 to 15 minutes.**,9073,https://images.media-allrecipes.com/userphotos/560x315/1659300.jpg
Baked Sweet Potato Wedges Recipe ,114,Christine L.,15 m,40 m,55 m,"olive,paprika,potato","Preheat oven to 400 degrees F (200 degrees C). Spray a baking sheet with cooking spay or vegetable oil.**In a large bowl, mix oil and paprika. Add potato sticks, and stir by hand to coat.  Place on the prepared baking sheet.**Bake 40 minutes in the preheated oven. Best eaten at room temperature.**",9075,https://images.media-allrecipes.com/userphotos/560x315/39922.jpg
Baked Sweet Potatoes with Ginger and Honey Recipe ,142,Christine L.,15 m,40 m,55 m,"potato,honey,ginger,walnut,cardamom,black pepper","Preheat oven to 400 degrees F (200 degrees C).**In a large bowl, toss together the sweet potatoes, honey, ginger, walnut oil, cardamom, and pepper. Transfer to a large cast iron frying pan.**Bake for 20 minutes in the preheated oven. Stir the potatoes to expose the pieces from the bottom of the pan. Bake for another 20 minutes, or until the sweet potatoes are tender and caramelized on the outside.**",9076,https://images.media-allrecipes.com/userphotos/560x315/6104480.jpg
Baked Whole Pumpkin Recipe ,25,Karla Rossi,X,X,X,"pumpkin,egg,whipping cream,brown sugar,molasses,nutmeg,cinnamon,ginger,butter","Preheat the oven to 350 degrees F (175 degrees C).**Cut the lid off the pumpkin and remove the seeds.**Combine the eggs, whipping cream, brown sugar, molasses, nutmeg, cinnamon and ginger. Pour mixture into the pumpkin shell and top the butter. Replace lid on pumpkin and place in a baking pan.**Bake at 350 degrees F (175 degrees C) for 1 to 1-1/2 hours or until mixture has set like a custard. Serve right from the pumpkin at the table, scraping some of the meat from the pumpkin wall with each serving.**",9077,https://images.media-allrecipes.com/userphotos/250x250/146067.jpg
Bing Cherry Gelatin Salad Recipe ,18,Andee,10 m,10 m,1 d 20 m,"cola,cherry,pineapple,cherry,pecan","Drain pineapple. Drain the cherries and save their juice.**In a saucepan, combine the reserved cherry juice with the coke. Heat until boiling then stir in the gelatin. Mix until gelatin is dissolved. Remove from the heat and stir in the drained pineapple, drained cherries and chopped pecans. Pour mixture into a mold sprayed with a non-stick cooking spray and refrigerate for at least 24 hours before serving.**",9079,https://images.media-allrecipes.com/userphotos/250x250/929704.jpg
"Easy Blue Cheese, Port, and Walnut Spread Recipe ",11,Christine L.,X,X,X,"blue cheese,butter,port,walnut","In a food processor blend together cheese, butter, and port until the mixture is smooth.  In a bowl, combine the cheese mix and the walnuts.  Transfer the spread to a crock.  Chill.**",9080,https://images.media-allrecipes.com/userphotos/560x315/2890352.jpg
Brandied Candied Sweet Potatoes with Brown Sugar Recipe ,46,Kathy Bennett,X,X,X,"potato,butter,brown sugar,brandy,salt","Peel and cut the sweet potatoes into 2 inch chunks. Place them in a large pot of water and boil until tender.**In a large skillet melt the butter or margarine. Stir in the brown sugar, brandy and salt. Stir until smooth. Add the sweet potatoes. Cook over low heat, stirring gently, until sweet potatoes are heated through and well glazed.**",9081,https://images.media-allrecipes.com/userphotos/560x315/684816.jpg
Broccoli Casserole with Rice Recipe ,291,Helen,X,X,X,"broccoli,mushroom,rice,onion,butter,cheese,salt,black pepper","Cook rice as directed on box.**Saute onions in margarine until done.**Cook broccoli as directed on package and drain.**Mix together broccoli, soup, rice, onion, butter or margarine, and cheese.  Season with salt and pepper to taste.  Place in a 9 by 13 inch oven proof dish.**Bake for 30 to 40 minutes at 350 degrees F (175 degrees C).**",9082,https://images.media-allrecipes.com/userphotos/560x315/5271233.jpg
Broccoli Salad Recipe ,58,Christine L.,X,X,X,"broccoli,onion,raisin,roast,yogurt,orange juice,mayonnaise","Combine the broccoli, onions, raisins, and sunflower seeds.**In a small bowl, whisk the yogurt, orange juice, and mayonnaise until blended. Pour over the broccoli mixture and toss to coat.**",9083,https://images.media-allrecipes.com/userphotos/560x315/1433491.jpg
Broccoli Stuffing Recipe ,30,Autumn,15 m,35 m,50 m,"broccoli,cheddar,egg,onion,mushroom,mayonnaise,bread,butter","Preheat oven to 350 degrees F (175 degrees C). Cook broccoli according to package instructions. Lightly grease a large baking dish.**In a bowl, mix the cheese, eggs, onion, cream of mushroom soup, and mayonnaise.**Arrange the cooked broccoli in the prepared baking dish. Pour cheese sauce over broccoli. Spread stuffing mix over the sauce. Drizzle butter over all.**Bake 30 minutes in the preheated oven, until bubbly and lightly browned.**",9084,https://images.media-allrecipes.com/userphotos/250x250/225388.jpg
Buttery Dinner Pan Rolls Recipe ,44,Charlotte,X,X,X,"flour,white sugar,salt,yeast,milk,water,butter","Combine 3 cups of the flour, the sugar, salt and yeast in a large bowl. Stir well and set aside.**Combine milk, water and 1/4 coup of the butter in a saucepan and cook over medium heat until butter melts, stirring occasionally. Remove from heat and let mixture cool to 120 to 130 degrees F (49 to 54 degrees C).**Gradually add milk to flour mixture and beat at low speed of an electric mixer for 30 seconds. Then beat for 2 minutes at high speed. Gradually stir in the remaining flour to make a soft dough.**Turn dough out onto a lightly floured surface and knead for about 8 to 10 minutes or until dough is smooth and elastic. Place dough in a well greased bowl, turning to grease top. Cover and let rise in a warm place for about 1 hour and 15 minutes. Punch dough down, cover and let rest for 10 minutes.**Melt remaining 1/4 cup plus 2 tablespoons butter.**Shape dough into 40 balls and dip each one in the melted butter. Place the balls in two greased  9 inch square baking pans. Cover and let rise for 45 minutes.**Bake in a preheated 375 degrees F (190 degrees C) oven for 15 minutes or until rolls are golden. Brush warm rolls with any remaining melted butter.**",9087,https://images.media-allrecipes.com/userphotos/250x250/118565.jpg
Candied Sweet Potatoes Recipe ,183,Brenda,X,X,X,"potato,butter,brown sugar,orange juice","Boil cut-up sweet potatoes or bake at 350 degrees F (175 degrees C) whole sweet potatoes until tender.**In a frying pan, melt the butter and brown sugar together until bubbly. Add the orange juice and stir until smooth. Add the cut-up sweet potatoes and cook slowly, turning occasionally until the sweet potatoes are caramelized, about 20 minutes. If syrup is too thin, add a bit more brown sugar.**",9088,https://images.media-allrecipes.com/userphotos/560x315/5277759.jpg
Cherry Salad Recipe ,57,Jennifer Powell,X,X,X,"topping thawed,milk,cherry","Mix whipped topping, sweetened condensed milk, and cherries in a large mixing bowl.  Transfer to a serving bowl, and chill.**",9089,https://images.media-allrecipes.com/userphotos/560x315/1410551.jpg
Chess Pie Recipe ,209,T. Knecht,15 m,50 m,1 h 5 m,"butter,white sugar,vanilla,egg,cornmeal,milk,vinegar,bake","Preheat the oven to 425 degrees F (220 degrees C).**In a large bowl, mix the butter, sugar and vanilla together. Mix in the eggs, then stir in the cornmeal, evaporated milk and vinegar until smooth.**Bake for 10 minutes in the preheated oven, then reduce heat to 300 degrees F (150 degrees C) for 40 minutes. Let cool. Cut and top servings with whipped cream. You will think you have died and gone to heaven.**",9090,https://images.media-allrecipes.com/userphotos/560x315/4589509.jpg
Chestnut Soup Recipe ,25,Carla A.,30 m,45 m,1 h 15 m,"chicken,chestnut,onion,parsley,clove,bay leaf,cream,white sugar,salt,black pepper","^To Cook Chestnuts: With a sharp knife, slice an ^^X^^ across each chestnut. Place chestnuts in a single layer on a jelly roll pan. Pour 1/4 cup water into the pan. Bake in a preheated 450 degrees F (230 degrees C) oven for 10 minutes. When cool enough to handle, shell and peel.**In a large saucepan combine the chicken stock, shelled chestnuts and chopped onions. Place the parsley sprigs, cloves and bay leaf in a spice bag and add to the chicken stock mixture. Simmer over medium-low heat for 45 minutes.**Discard the spice bag and puree the chestnut mixture in a food processor or blender. Add the heavy cream, sugar and salt and pepper to taste. Return mixture to saucepan and gently heat through. To serve to with a dollop of unsweetened whipped cream, a bit of chopped parsley and some cooked chopped chestnuts just before serving. High quality vegetable broth can be substituted for the chicken broth.**^",9091,https://images.media-allrecipes.com/userphotos/560x315/2089842.jpg
Chocolate Caramel Candy Recipe ,108,Stephanie Phillips,X,X,X,"chocolate,butter,peanut butter,butter,white sugar,milk,marshmallow,peanut butter,vanilla,peanut,caramel,whipping cream,chocolate,butter,peanut butter","Lightly grease one 13 x 9 inch pan.**To Make Base: Combine 1 cup milk chocolate chips, 1/4 cup butterscotch chips and 1/4 cup creamy peanut butter in a small saucepan. Cook, stirring constantly, over low heat until melted and smooth. Spread into the bottom of the prepared pan. Refrigerate until set.**To Make Filling: In a heavy saucepan melt the butter over medium-high heat. Stir in sugar and evaporated milk. Bring mixture to a boil and stir for 5 minutes. Remove from heat and stir in the marshmallow cream, 1/4 cup of the peanut butter, and the vanilla. Add the peanuts, and spread over the base layer. Refrigerate until set.**To Make Caramel Layer: Combine the caramels and cream in a saucepan, stir over low heat until melted and smooth. Spread over the top of the filling and refrigerate until smooth.**To Make Frosting Layer: In another saucepan combine 1 cup milk chocolate chips, 1/4 butterscotch chips and 1/4 cup peanut butter, and stir over low heat until melted and smooth. Pour over the caramel layer. Refrigerate for at least 1 hour. Cut into 1 inch squares. Store in the refrigerator.**",9092,https://images.media-allrecipes.com/userphotos/560x315/27012.jpg
