Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Apple Kuchen Recipe ,61,Cathy,30 m,35 m,1 h 5 m,"cake,margarine,coconut,apple,white sugar,cinnamon,sour cream,egg","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.  Peel, core, and cut each apple into 8 wedges.  Set aside.**In a medium bowl, combine the cake mix, coconut and margarine until crumbly.  Pat mixture lightly into prepared pan, building up the edges slightly to form a crust. Arrange the apple wedges on top.**Mix together the cinnamon and sugar and sprinkle over the apples and the cake mixture.  In a small bowl, whisk together the egg and sour cream.  Drizzle over the top of the cake.**Bake in the preheated oven for 35 minutes, or until the edges of the cake are golden and the apples are tender.**",8186,https://images.media-allrecipes.com/userphotos/560x315/5825818.jpg
Dirty Snow Cake Recipe ,29,Helen,X,X,X,"cake,chocolate,whipping cream,white sugar,chocolate,whipping cream,white sugar",Prepare cake mix according to package directions. Stir in the 1 cup crushed cookies and bake as directed for two 8 or 9 inch round layer pans. Let cake cool.**Whip 1 cup of the heavy cream with 1 1/2 tablespoons of the white sugar. Fold in the chopped cookies and spread between the cooled cake layers.**Whip the remaining 2 cups heavy cream with 1/4 cup white sugar. Use to frost sides and top of cake. Refrigerate cake for several hours before serving.**,8187,https://images.media-allrecipes.com/userphotos/250x250/64658.jpg
Port Wine Chocolate Cake Recipe ,15,MARBALET,40 m,45 m,1 h 25 m,"chocolate,butter,egg,white sugar,port,flour,egg,cream,white sugar,walnut,chocolate,butter,corn syrup,port,vanilla","In the top of a double boiler, melt unsweetened chocolate and 3/4 cup butter, stirring occasionally, until smooth. Set aside to cool to room temperature. Preheat oven to 350 degrees F (175 degrees C). Grease a 10 inch Bundt or tube pan.**In a large bowl, beat egg yolks and 3/4 cup sugar together with an electric mixer on High speed until light and fluffy, about 5 minutes. Gradually stir in the 3/4 cup of port wine and flour. Fold in the cooled chocolate mixture.**In a clean bowl, whip egg whites with cream of tartar until frothy. Gradually whisk in 3 tablespoons sugar, and continue to whip until stiff peaks form. Fold 1/3 of the whites into the batter, then quickly fold in remaining whites until no streaks remain. Quickly fold in walnuts.  Pour batter into prepared pan.**Bake in the preheated oven for about 45 minutes, or until tested done with a toothpick.  Cool in pan 10 minutes.  Invert onto serving plate.  Cool completely.**To make the glaze:  In the top of a double boiler, over lightly simmering water, combine chocolate chips, 1/2 cup butter and corn syrup. Stir frequently until chocolate is melted.  Stir in the remaining 1/2 cup port wine and vanilla until mixture is smooth. Set aside to cool for about 30 minutes. Pour glaze over the cooled cake.**",8189,https://images.media-allrecipes.com/userphotos/250x250/14111.jpg
Old Fashioned Kentucky Nut Cake Recipe ,13,Gwen,X,X,X,"shortening,white sugar,egg,flour,salt,baking powder,milk,vanilla,walnut","Sift together flour, salt, and baking powder.**In a large bowl, cream shortening and sugar until fluffy.  Beat in eggs one at a time.  Combine milk and vanilla, and add alternately with flour mixture to egg mixture.  Fold in nuts.  Pour into a greased and floured 9 x 13 inch cake pan.**Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes.  Cool on a wire rack.**",8190,https://images.media-allrecipes.com/userphotos/560x315/3671994.jpg
Pina Colada Cake III Recipe ,60,MARBALET,X,X,X,"cake,vanilla,coconut,rum,vegetable oil,egg,pineapple,rum","Preheat oven to 350 degrees F ( 175 degrees C).  Grease and flour a 10 inch fluted or tube pan.**In large mixing bowl, combine cake mix, pudding mix, 1/2 cup coconut creme, 1/2 cup rum, oil, and  eggs. Beat with an electric mixer on medium speed for 2 minutes.  Stir in pineapple.  Pour into prepared pan.**Bake for 50 to 55 minutes.  Cool 10 minutes.  Remove from pan.  With a  table knife or skewer, poke holes about 1 inch apart in cake almost to bottom.**Combine remaining coconut creme and 2  tablespoons of rum. Slowly spoon over the cake.  Chill thoroughly.  Store in refrigerator.**",8191,https://images.media-allrecipes.com/userphotos/560x315/6162463.jpg
Peanut Butter Tandycakes Recipe ,22,shirleyo,20 m,20 m,1 h,"milk,butter,egg,vanilla,salt,white sugar,flour,baking powder,chocolate,peanut butter","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch jelly roll pan.**In a large bowl, mix together eggs, vanilla, salt, sugar, flour, and baking powder.  Blend in melted butter or margarine and milk.**Bake for 15 to 20 minutes.  Spread with peanut butter while still hot.  Refrigerate until cool.**Melt chocolate bars, and spread on cooled cake.**",8194,https://images.media-allrecipes.com/userphotos/560x315/2780212.jpg
Sinful Flourless Espresso Cake Recipe ,13,MARBALET,X,X,X,"chocolate,chocolate,butter,coffee,brown sugar,egg,raspberry","Preheat oven to 350 degrees F (175 degrees C).  Line the bottom of a 9 inch round cake pan with parchment  paper.**Bring butter, espresso, and sugar to a boil in a medium saucepan, stirring  to dissolve sugar.**Place chocolate in a large bowl, and add boiling hot espresso mixture.  Whisk until smooth.  Cool slightly.  Whisk in eggs.  Pour batter into prepared pan.**Place cake pan in a roasting pan.  Pour enough hot water into the roasting to come half way up the sides of the cake pan.  Bake until center of cake is set, and a tester inserted comes out clean with a few moist crumbs attached, about 1  hour.  Remove from water.  Chill overnight.**Puree raspberries in processor.  Chill.  Serve with chilled cake.**",8195,https://images.media-allrecipes.com/userphotos/560x315/1610636.jpg
Southern Praline Pecan Cake Recipe ,269,Debbie Halford,X,X,X,"butter,coconut,egg,vegetable oil,water,pecan","Preheat oven to 350 degrees F (175 degrees C). Spray a 9 or 10 inch Bundt pan with non-stick cooking spray.**Combine the cake mix with the frosting, eggs, oil, water and 1/2 of the pecan pieces. Mix until combined.**Sprinkle the remaining 1/2 of pecans in the prepared Bundt pan then pour in the cake batter.**Bake at 350 degrees F (175 degrees C) for 50 minutes or until a toothpick comes out clean.**",8196,https://images.media-allrecipes.com/userphotos/250x250/70931.jpg
Southern Comfort Cake Recipe ,22,Debbie,X,X,X,"cake,vanilla,egg,milk,vegetable oil,liqueur,walnut","Preheat oven to 350 degrees F (175 degrees C). Spray one 9 inch bundt pan with non-stick cooking spray.**Combine the cake mix, instant vanilla pudding, eggs, milk, oil, Southern Comfort and chopped walnuts. Beat for 2 minutes. Then pour batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 1  hour to 1 hour and 10 minutes or until a toothpick inserted in the cake comes out clean. Let cake cool in pan for 10 minutes then invert onto a cake dish and enjoy.**",8197,https://images.media-allrecipes.com/userphotos/250x250/440215.jpg
Blue Ribbon White Cake Recipe ,22,Deirdre Dee,X,X,X,"cornstarch,flour,baking powder,salt,white sugar,vegetable oil,milk,water,vanilla,egg,cream,butter,orange,salt,sugar,orange juice,lemon juice","^Preheat oven to 350 degrees F (175 degrees C). Grease and line two 9-inch round cake pans with parchment paper. Then grease and flour the paper.**Sift together the cornstarch, flour, baking powder and salt.**Add the oil, milk, water and vanilla. Beat until it forms a very smooth batter.**In a separate bowl beat the egg whites until frothy, add the cream of tartar and beat until stiff peaks form. Gradually add the sugar and beat until very well blended.**Fold the egg whites into the batter. Pour batter into the prepared pans.**Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes. Let cool then frost with Orange Frosting.**Cream the butter until light and fluffy. Add the orange zest and salt. Beat in the confectioners^^ sugar alternately with the orange and lemon juices. Continue to beat until light and fluffy. Use to frost cooled cake.**^",8199,https://images.media-allrecipes.com/userphotos/250x250/2720.jpg
Hummingbird Cake IV Recipe ,28,Deirdre Dee,X,X,X,"flour,white sugar,salt,cinnamon,baking soda,vegetable oil,egg,pineapple,vanilla,pecan,walnut,banana","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9-inch round cake pans.**Combine the flour, sugar, salt,  ground cinnamon and baking soda. Add the oil and well-beaten eggs, stir by hand, until moistened. Stir in the vanilla, pineapple, nuts and bananas.**Spoon batter into the prepared pans. Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes. Let cakes cool in pans for 10 minutes. Then turn out onto racks to cool. Frost with Cream Cheese Frosting.**",8200,https://images.media-allrecipes.com/userphotos/560x315/3910309.jpg
Strawberry Shortcake Recipe ,387,Denyse,30 m,20 m,50 m,"strawberry,white sugar,flour,baking powder,white sugar,salt,shortening,egg,milk,cream","Slice the strawberries and toss them with 1/2 cup of white sugar. Set aside.**Preheat oven to 425 degrees F (220 degrees C). Grease and flour one 8 inch round cake pan.**In a medium bowl combine the flour, baking powder, 2 tablespoons white sugar and the salt. With a pastry blender cut in the shortening until the mixture resembles coarse crumbs. Make a well in the center and add the beaten egg and milk. Stir until just combined.**Spread the batter into the prepared pan. Bake at 425 degrees F (220 degrees C) for 15 to 20 minutes or until golden brown. Let cool partially in pan on wire rack.**Slice partially cooled cake in half, making two layers. Place half of the strawberries on one layer and top with the other layer. Top with remaining strawberries and cover with the whipped cream.**",8201,https://images.media-allrecipes.com/userphotos/560x315/840004.jpg
Hungarian Chestnut Cake Recipe ,6,MARBALET,X,X,X,"chestnut,butter,rum,chocolate,egg,salt,white sugar,chocolate,cream,rum,chestnut,chill,white sugar,rum,chestnut","Preheat oven to 350 degrees F (175 degrees C). Line the bottom of a greased 9-inch springform pan with parchment paper. Then grease the parchment paper.**Separate the eggs.**In a food processor puree the chestnuts with the butter and the rum, scraping down the sides, until the mixture is smooth. Add the melted bittersweet chocolate and blend the mixture until it is combined well. With the motor running, add the yolks, 1 at a time, and transfer the mixture to a large bowl.**In a bowl with an electric mixer beat the whites with the salt until they hold soft peaks, add the sugar, a little at a time, beating, and beat the meringue until it holds stiff peaks.**Whisk about one fourth of the meringue into the chocolate mixture to lighten it and fold in the remaining  meringue gently but thoroughly. Pour the batter into the prepared pan and smooth the top.**Bake the cake in the middle of a 350 degrees F (175 degrees C)  oven for 45 to 55 minutes, or until a tester comes out with crumbs adhering to it and the top is cracked. Let the cake cool in the pan on a rack for 5 minutes, remove the side of the pan, and invert the cake onto another rack. Remove the bottom of the pan, invert the torte onto a rack, and let it cool completely. (The cake will fall as it cools.)**To Make Glaze: Put 6 ounces of the finely chopped chocolate in a small bowl, in a saucepan bring 1/2 cup of the cream to a boil, and pour it over the chocolate. Stir the mixture until the chocolate is melted and the glaze is smooth and stir in 1 tablespoon of the rum. Dip each candied chestnut halfway into the glaze to coat it partially, transfer the chestnuts to a foil-covered tray, and let them set.**Invert the cake onto a rack set on wax paper, pour the glaze over it, smoothing the glaze with a spatula and letting the excess drip down the side, and let the cake stand for 2 hours, or until the glaze is set. Transfer the cake carefully to a serving plate and garnish it with the coated chestnuts.**Make the whipped cream just before serving the cake: In a chilled bowl with chilled beaters beat the 1 cup heavy cream until it holds soft peaks, beat in the 2 tablespoons sugar and the1 tablespoon  rum, and beat the mixture until it holds stiff peaks. Fold in the chopped candied chestnuts. Serve the cake with the whipped cream.**",8202,https://images.media-allrecipes.com/userphotos/560x315/2776772.jpg
Chocolate Italian Cream Cake Recipe ,76,MARBALET,X,X,X,"butter,shortening,white sugar,egg,flour,baking soda,cocoa powder,buttermilk,vanilla,coconut,pecan,cream cheese,butter,cocoa powder,sugar,pecan,vanilla","^Preheat oven to 325 degrees F (165 degrees C). Grease and flour three 8-inch round cake pans. Separate the eggs.**Cream 1/2 cup of the butter, shortening and sugar together. Add egg yolks, one at a time, beating after each addition. Stir in 1 teaspoon of the vanilla.**Sift soda, flour and 1/4 cup cocoa together. Add alternately with buttermilk to the creamed mixture, beginning and ending with dry ingredients. Stir in the coconut and 1 cup of the chopped pecans.**Beat the egg whites until stiff peaks form and fold into the batter. Pour batter into the prepared cake pans.**Bake at 325 degrees F (165 degrees C) for 25 to 30 minutes. Let cakes cool completely before frosting between layers and on sides.**To Make Frosting: Cream the cream cheese and butter together. Sift confectioner^^s sugar and  1/4 cup cocoa, beating in a little at a time until well-creamed. Add 1 teaspoon vanilla and 1 cup pecans.**^",8203,https://images.media-allrecipes.com/userphotos/560x315/196271.jpg
Soda Pop Strawberry Angel Food Cake Recipe ,18,MARBALET,X,X,X,"cake,strawberry,honey,butter,sugar,strawberry,food coloring","Prepare cake mix according to package directions, except substitute 1 1/4 cups soda pop and honey for the water. Bake as directed. Remove from oven and set upside-down until cooled.**Meanwhile to prepare glaze, combine melted margarine, powdered sugar, remaining soda pop, and food coloring in a mixing bowl. Mix until smooth and drizzling consistency. Spread top of cooled cake.**",8205,https://images.media-allrecipes.com/userphotos/250x250/927612.jpg
Peppermint Chiffon Cake Recipe ,15,Lynn,X,X,X,"flour,white sugar,baking powder,salt,vegetable oil,egg,water,cream,pepper,vanilla,food coloring","Preheat oven to 325 degrees F (165 degrees C).**Separate the eggs.**Sift the cake flour, sugar, baking powder and salt into a large bowl. Make a well in the center and add the oil, egg yolks, water, peppermint extract and vanilla extract. Beat with mixer on low for 1 minute.**Beat egg whites with cream of tarter until stiff peaks form. Gently fold the whites into the yolk mixture. Pour 1/3 of the batter into a separate bowl and tint with the food coloring.**Alternate large spoonfuls of red and plain batter into an ungreased tube or bundt pan. Run a knife or spatula through the batter to make a swirled effect.**Bake at 325 degrees F (165 degrees C) for 55 minutes. Increase heat to 350 degrees F (175 degrees C) and bake for an additional 15 minutes or until done. Let cake cool in pan on rack. Once cool remove from pan and frost, if desired.**",8206,https://images.media-allrecipes.com/userphotos/560x315/4624.jpg
Sugar Free Applesauce Cake Recipe ,12,Lynn,30 m,40 m,1 h 30 m,"egg,vegetable oil,applesauce,apple juice,flour,baking soda,ginger,almond,apple,cream cheese,butter,apple juice","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9 inch square baking pan.**Beat the eggs until they drop like ribbons from the beaters. Continue beating and add the oil in a thin stream. Beat in the  1 cup applesauce and the 1 cup unsweetened apple juice concentrate.**Beat in the flour gradually until well blended. Add the baking soda, ground ginger, ground almonds and apples, mix to combine.**Pour the batter into the prepared pan and bake at 350 degrees F (175 degrees C) for about 40 minutes or until the cake tests done. Let cake cool on a rack for 15 minutes before turning out of pan. Cool completely before frosting.**Carefully slice the cake in half horizontally with a long serrated knife. Fill and frost with Apple Butter Frosting.**To Make Apple Butter Frosting: Beat the cream cheese until soft and fluffy. Gradually beat in the apple butter and remaining 2 tablespoons apple juice concentrate.**",8207,https://images.media-allrecipes.com/userphotos/560x315/4553651.jpg
Polish Rice Cake Recipe ,18,shirleyo,1 h,1 h,2 h,"grains,milk,salt,butter,cream cheese,egg,cream,vanilla,flour,raisin","Combine rice, milk and salt  in a saucepan and cook slowly until liquid is absorbed. Stir frequently.**Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan.**In large bowl, combine the butter and cream cheese. Cream well with wooden spoon.**In another bowl combine eggs, half and half, and vanilla. Add to creamed mixture and blend well.**Stir in the cooled rice mixture and mix well. Add the flour and blend well. Stir in the raisins.**Pour batter into the prepared pan, pat top to avoid any air bubbles. Bake at 350 degrees F (175 degrees C) for 1 hour. Let cake stand for one hour before turning out of pan.**",8208,https://images.media-allrecipes.com/userphotos/250x250/14289.jpg
Banana Split Cake II Recipe ,89,Judy,25 m,X,4 h 25 m,"vanilla,margarine,pineapple,banana,cream cheese,sugar,topping thawed,walnut,cherry",^Combine the crushed vanilla wafers and melted margarine. Pat into the bottom of one 9x13 inch pan.**Beat the cream cheese and confectioners^^ sugar together until light and fluffy. Spread over the top of the vanilla wafer crust. Spoon crushed pineapple over the cream cheese layer. Then layer sliced bananas over the pineapple. Cover with the non-dairy whipped topping and sprinkle top with chopped walnuts and maraschino cherries.**Chill for at least 4 hours before serving.**^,8209,https://images.media-allrecipes.com/userphotos/560x315/37474.jpg
Spiced Yogurt Pound Cake Recipe ,179,Georgie,30 m,40 m,1 h 10 m,"white sugar,butter,flour,yogurt,egg,vanilla,cinnamon,spice,nutmeg,clove,salt,baking soda","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan.**In a large bowl, cream the butter or margarine with the sugar until light and fluffy.**Beat in the flour, yogurt, eggs, vanilla, cinnamon, allspice, nutmeg, ground cloves, salt and baking soda. Mix until combined then beat at high speed for 2 minutes.**Pour the batter into the prepared pan and bake at 350 degrees F (175 degrees C) for 30 to 35 minutes or until a toothpick inserted near the center comes out clean. Cool cake in pan on a wire rack for 15 minutes, remove from pan and continue to cool.**",8210,https://images.media-allrecipes.com/userphotos/250x250/173718.jpg
Apple Cake III Recipe ,291,Mary Ann Benzon,30 m,45 m,1 h 30 m,"cake,egg,apple,brown sugar,flour,butter,cinnamon,walnut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.**In a large bowl, mix together the cake mix, eggs and apple pie filling. Pour into the prepared pan. Combine the brown sugar, flour, butter, cinnamon and walnuts. Sprinkle over the top of the batter.**Bake in the preheated oven for 35 to 40 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.**",8211,https://images.media-allrecipes.com/userphotos/560x315/959221.jpg
Fresh Pear Cake Recipe ,297,Barbara,X,X,X,"pear,white sugar,flour,salt,baking soda,nutmeg,cinnamon,clove,egg,canola oil,pecan","Combine the pears and the sugar and let stand for one hour.**Preheat oven to 325 degrees F (165 degrees C). Spray a 10 inch bundt pan with non-stick cooking spray.**Slightly beat the egg whites and combine them with the oil, chopped pecans and pear mixture.**Stir the flour, salt, baking soda, nutmeg, cinnamon and cloves. Stir in the pear mixture. Pour batter into the prepared bundt pan.**Bake at 325 degrees F (165 degrees C) for 1 hour and 10 minutes. Remove from oven ant let cool on a wire rack for 10 minutes before removing form pan.**",8212,https://images.media-allrecipes.com/userphotos/560x315/265486.jpg
Italian Cheesecake Recipe ,13,Lynn-Pgh,30 m,50 m,1 h 30 m,"ricotta,sugar,egg,vanilla,almond,rum,lemon,lemon juice,orange","^Preheat oven to 400 degrees F (205 degrees C). Grease and flour one 9 inch round springform or regular pan.**Combine the ricotta, confectioners^^ sugar and eggs. Blend well. Stir in vanilla, almond extract, rum extract, lemon juice, lemon zest and orange zest. Beat by hand until smooth and creamy. Pour batter into the prepared pan.**Bake at 400 degrees F (205 degrees C) for 40 minutes, until golden. Place on a rack and cool.**^",8213,https://images.media-allrecipes.com/userphotos/560x315/2059811.jpg
Depression Cake I Recipe ,29,Lynn-Pgh,X,X,X,"shortening,water,raisin,cinnamon,nutmeg,spice,clove,white sugar,flour,baking soda","In a saucepan combine the shortening, water, raisins, cinnamon, nutmeg, allspice, cloves and sugar. Simmer for 10 minutes. Remove form heat and let stand until cool.**Preheat oven to 350 degrees F (175 degrees C). Grease one 9x13 inch baking pan.**Stir the flour and baking soda into the cooled raisin mixture and mix until just combined. Pour batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 45 minutes.**",8214,https://images.media-allrecipes.com/userphotos/560x315/5756558.jpg
Festive Prune Cake Recipe ,26,Lynn,X,X,X,"flour,baking soda,salt,cinnamon,nutmeg,clove,spice,shortening,white sugar,egg,prune,prune,walnut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan.**Sift the flour, baking soda, salt, ground cinnamon, nutmeg, cloves and allspice. Set aside.**Cream the shortening with the white sugar. Blend in the eggs one at a time and beat well for 1 minute. Add the dry ingredients alternately with the prune juice. Stir in the prunes and nuts. Pour batter into the prepared pan.**Bake at 350 degrees F (175 degrees C) for 30 minutes or until done.**",8215,https://images.media-allrecipes.com/userphotos/560x315/762996.jpg
Burnt Sugar Cake II Recipe ,25,Lynn,X,X,X,"white sugar,water,flour,baking powder,salt,butter,egg,vanilla,milk","Prepare burnt sugar by placing 1/2 white sugar into a heavy skillet over medium high heat, stirring constantly with a wooden spoon as sugar melts.  When it becomes very dark brown, remove from heat, add hot water very slowly and stir until dissolved. Set aside to cool.**Preheat oven to 350 degrees F (175 degrees F). Line two 9 inch round baking pans with parchment paper.**Sift the flour, baking powder and salt together three times.**Cream the butter or margarine with the remaining 1 1/4 cups white sugar until light and fluffy. Add the eggs 1 at a time, beating thoroughly after each. Stir in the vanilla and  the burnt sugar syrup mixture.**Add the dry ingredients and milk alternately to the creamed mixture. Beat until smooth. Pour batter into the prepared pans.**Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes.**",8216,https://images.media-allrecipes.com/userphotos/250x250/634387.jpg
Dreamy White Chip Cup Cakes Recipe ,6,Danielle R. Blockston,X,X,X,"cake,chocolate,orange",Line a cup cake or muffin pan with paper liners.**Mix cake mix according to instruction on box. Stir in the orange zest then stir in the white chocolate chips.**Pour batter into the prepared pan and bake according to the directions on the box.**,8217,https://images.media-allrecipes.com/userphotos/250x250/207657.jpg
Snowball Cake I Recipe ,16,Gina,X,X,X,"cake,topping thawed,pineapple,lemon juice,white sugar,coconut,gelatin,water,water","Line a 4 quart round mixing bowl with parchment paper.**Break cake up into small bite-sized pieces.**Drain the crushed pineapple, reserve the syrup. You should have 1 cup of syrup if not add enough water to make 1 cup.**Dissolve the gelatin in the 4 tablespoons of cold water. Add the boiling water, pineapple syrup, sugar and lemon juice. Mix well and place in the refrigerator until mixture just starts to thicken.**Add the crushed pineapple to the gelatin mix and then fold in 4 cups of the whipped topping.**Place a layer of cake pieces, then a layer of the pineapple mixture in the prepared bowl. Continue until all the cake and pineapple mixture is used up. Refrigerate for at least 12 hours or overnight.**Turn the chilled cake out onto a serving platter and frost it with the remaining whipped topping and sprinkle with the coconut.**",8218,https://images.media-allrecipes.com/userphotos/250x250/531551.jpg
Lemon Custard Pudding Cake Recipe ,71,Mare,X,X,X,"butter,flour,white sugar,egg,milk,lemon,lemon juice,sugar","^Preheat oven to 350 degrees F (175 degrees C). Grease one 2 quart baking dish. Separate the eggs.**In a large bowl, combine the flour, butter and 1 1/2 cups of the white sugar.**Beat the egg yolks and add to the sugar mixture along with the milk and lemon zest. Mix well and add the lemon juice.**In another bowl beat egg whites until stiff, slowly adding the remaining 1/2 cup white sugar. Fold the egg whites into the batter. Pour batter into the prepared dish.**Place the dish in a shallow pan of hot water and bake at 350 degrees F (175 degrees C) for 55 to 60 minutes or until lightly browned. Serve warm of chilled with confectioners^^ sugar dusted on top.**^",8219,https://images.media-allrecipes.com/userphotos/250x250/204023.jpg
^Aunt Irene^^s Frosting Recipe ^,3,Dorothy Young,X,X,X,"white sugar,flour,cornstarch,gelatin,egg,milk,vanilla,butter,whipping cream","In a medium sized saucepan, stir the sugar, flour, cornstarch and gelatin together. Add the eggs and beat until smooth. Beat in the milk. Cook over medium heat, stirring occasionally until thickened, about 3 to 5 minutes. Stir in the butter and the vanilla. Let cool and chill until cold.**Once cold, beat until smooth and fluffy.**Whip the cream into soft peaks and fold it into the frosting. Makes enough to frost one 8 or 9 inch layer cake.**",8220,https://images.media-allrecipes.com/images/79591.png
Black Bottom Cupcakes I Recipe ,631,Laura Duncan Allen,30 m,30 m,1 h,"cream cheese,egg,white sugar,salt,chocolate,flour,white sugar,cocoa powder,baking soda,salt,water,vegetable oil,vinegar,vanilla","Preheat oven to 350 degrees F (175 degrees C). Line muffin tins with paper cups or lightly spray with non-stick cooking spray.**In a medium bowl, beat the cream cheese, egg, 1/3 cup sugar and 1/8 teaspoon salt until light and fluffy. Stir in the chocolate chips and set aside.**In a large bowl, mix together the flour, 1 cup sugar, cocoa, baking soda and 1/2 teaspoon salt. Make a well in the center and add the water, oil, vinegar and vanilla. Stir together until well blended. Fill muffin tins 1/3 full with the batter and top with a dollop of the cream cheese mixture.**Bake in preheated oven for 25 to 30 minutes.**",8221,https://images.media-allrecipes.com/userphotos/560x315/2276796.jpg
Phila Butter Cake Recipe ,2,shirleyo,X,X,X,"white sugar,shortening,salt,egg,yeast,milk,flour,vanilla,white sugar,butter,salt,egg,corn syrup,flour,water,vanilla","^Combine 1/4 cup white sugar, shortening and 1/4 teaspoon salt. Beat in the egg and mix for one minute or until well blended**Dissolve the yeast in the warm milk. Add the milk and yeast mixture, vanilla and 2 1/2 cups flour to the shortening mixture. Mix for 3 minutes with a dough hook or with hands.**Turn dough out on a floured board and knead for one minute. Place dough in a medium size lightly greased bowl, cover and set in a warm place to rise for 1 hour.**While dough is rising prepare gooey butter topping. Combine the remaining sugar, butter and salt. Add the egg and corn syrup. Mix until just combined. Add the flour, water and vanilla and mix to combine. Set aside.**Grease two 9x9 inch square baking pans.**Divide dough into two pieces and place them into the prepared pans. Crimp the edges halfway up the sides of the pans to prevent the topping from running underneath. With a fork poke wholes into he bottom of the dough. Divide the topping into two equal parts and spread over the dough in each pan. Let the cakes stand for 20 minutes.**Preheat oven to 375 degrees F (190 degrees C).**Bake cakes for 30 minutes. Do not overbake, the topping should stay gooey. After the cakes have cooled sprinkle tops with confectioners^^ sugar.**^",8222,https://images.media-allrecipes.com/images/79591.png
Root Beer Cake I Recipe ,13,Trish,X,X,X,"butter,white sugar,egg,beer,flour,baking powder,salt,beer,butter,sugar,beer,salt,beer","^Preheat oven to 375 degrees F (190 degrees C). Grease and flour one 8x12 inch baking pan.**In medium bowl, cream the butter or margarine with the sugar until light. Beat in the eggs and root beer extract.**Combine the flour, baking powder and salt. Add the flour mixture to the egg mixture. Beat in the root beer and mix until just combined.**Pour batter into the prepared pan and bake at 375 degrees F (175 degrees C) for 30 to 35 minutes. Let cool then frost with frosting.**TO MAKE FROSTING: In a medium bowl beat the 1/2 cup butter or margarine, confectioner^^s, 1 teaspoon root beer extract and pinch salt. Beat in 1 to 3 tablespoons root beer soda to reach desired consistency. Spread onto cooled cake.**^",8225,https://images.media-allrecipes.com/userphotos/250x250/60866.jpg
Butterscotch Spice Cake Recipe ,16,Sonja,X,X,X,"spice,butter,egg,water,vegetable oil","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In large mixing bowl, combine spice cake, butterscotch pudding mix, eggs, water and oil.  Beat with an electric mixer for 4 minutes.**Pour into prepared Bundt pan, and bake at 350 degrees F (175 degrees C), for 55 to 60 minutes, or until cake tests done. Allow cake to cool 15 minutes before serving.**",8226,https://images.media-allrecipes.com/userphotos/560x315/872249.jpg
Sour Milk Spice Cake Recipe ,47,Erma Germino,X,X,X,"white sugar,flour,baking soda,salt,cinnamon,clove,vegetable oil,milk,walnut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch baking pan.**Combine and sift sugar, flour, soda, salt, cinnamon and cloves. Make a well in the center and pour in the milk and oil. Mix until combined, then add nuts.**Pour into a 9x9 inch pan and bake at 350  degrees F (175 degrees C) for 45 minutes.**",8227,https://images.media-allrecipes.com/userphotos/250x250/361302.jpg
Basque Cake Recipe ,21,Erma Germino,30 m,1 h,1 h 30 m,"milk,white sugar,white sugar,flour,egg,vanilla,flour,baking powder,white sugar,egg","To Make the pastry cream Filling: In a sauce pan, combine the milk and 1/3 cup of sugar. Bring to a boil, stirring to dissolve sugar. Remove from heat. In a small bowl, combine 1/3 cup of sugar and 2 tablespoons flour. Beat in the eggs and vanilla.**Mix 1/2 cup of hot milk into egg mixture, then pour the egg mixture back into the saucepan with the hot milk. Return to heat and bring to a boil. Continue cooking over medium heat until mixture thickens and becomes smooth. Remove from heat and let cool for 1 hour.**Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch springform pan. Combine and sift the flour and baking powder. Set aside**Cream 1 1/8 cup sugar and 3 eggs until light and fluffy. Fold in the sifted flour mixture in three increments, being careful not to overmix.**Put half of the dough into the greased pan. Spread the dough so that it covers the bottom of the pan. Place pastry cream to within 3/4 inch of the edge. Add the second half of the cake dough, making sure to enclose all of the filling.**Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes or until golden brown.**",8228,https://images.media-allrecipes.com/userphotos/250x250/649927.jpg
